source_type,source,candidate_id,score,context_snippet
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=80,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=81,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=82,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=83,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=84,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=85,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=86,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=87,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=88,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=89,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=90,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=91,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=92,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=93,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=94,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=95,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=96,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=97,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=98,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=99,M1-Q03,0.050,
pdf_page,MODULE 1_1_6wdx.yFooMSpEweBG.file#page=100,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=1,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=2,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=3,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=4,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=5,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=6,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=7,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=8,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=9,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=10,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=11,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=12,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=13,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=14,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=15,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=16,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=17,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=18,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=19,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=20,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=21,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=22,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=23,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=24,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=25,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=26,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=27,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=28,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=29,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=30,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=31,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=32,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=33,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=34,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=35,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=36,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=37,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=38,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=39,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=40,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=41,M1-Q03,0.050,
pdf_page,MODULE 1_2_1xn2.Fqv7c8lyq6Fk.file#page=42,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=1,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=2,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=3,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=4,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=5,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=6,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=7,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=8,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=9,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=10,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=11,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=12,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=13,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=14,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=15,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=16,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=17,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=18,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=19,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=20,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=21,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=22,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=23,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=24,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=25,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=26,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=27,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=28,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=29,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=30,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=31,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=32,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=33,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=34,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=35,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=36,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=37,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=38,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=39,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=40,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=41,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=42,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=43,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=44,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=45,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=46,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=47,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=48,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=49,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=50,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=51,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=52,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=53,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=54,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=55,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=56,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=57,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=58,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=59,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=60,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=61,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=62,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=63,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=64,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=65,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=66,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=67,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=68,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=69,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=70,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=71,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=72,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=73,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=74,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=75,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=76,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=77,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=78,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=79,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=80,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=81,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=82,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=83,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=84,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=85,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=86,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=87,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=88,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=89,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=90,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=91,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=92,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=93,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=94,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=95,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=96,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=97,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=98,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=99,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=100,M1-Q03,0.050,
pdf_page,MODULE 1_3_cp9q.vZHFBn9oMUZP.file#page=101,M1-Q03,0.050,
pdf_page,MODULE 3 synthesis#page=1,M1-Q20,0.101,"Module 3: Technology, Learning, and the 
Brain (Complete Summary)  
1. Change of the World: from 3D to 2D  
Based on the work of Susan Greenfield, the fundamental premise for this module is that we 
are living through an unprecedented environmental shift from a ""3D world"" to a ""2D world.""  
The 3D t"
pdf_page,MODULE 3 synthesis#page=2,M1-Q20,0.116,"This is a crucial distinction. A car is a means to an end (getting from A to B). Electricity is a 
means to an end (powering a light).  
In contrast, the digital environment (like a social network) has become an end in itself . It is the 
""place"" where people live, socialise, and build their identit"
pdf_page,MODULE 3 synthesis#page=3,M1-Q20,0.092,"developed superior problem -sol vi ng sk i l l s and measurabl e physi cal  brai n changes 
compared to rats i n ""standard cages.""  
○ Gene- Environment Interaction (Van Dellen et al., 2000):  Mice with the 
Huntington's disease gene raised in an enriched environment developed movement 
problems muc"
pdf_page,MODULE 3 synthesis#page=4,M4-Q09,0.090,"is a curated identity that represents not who we are, but who we want to be  (or who we 
want others to thi nk we are).  
A Kid S c a p e (201 1 ) survey found that 50% of young peopl e (1 1 -18) lie  a b o ut  p e rs o na l d e t a ils  
onl i ne to create i denti ti es that are ""more sex y"" or ""mo"
pdf_page,MODULE 3 synthesis#page=5,M1-Q20,0.105,"○ Full Contact  (in person) and Verbal Contact  (by phone) led to an increase in 
Oxytocin  (the ""bonding"" hormone) and a decrease in Cortisol  (the ""stress"" 
hormone). 
○ Instant Message  (text only) and No Contact  groups showed no increase in 
oxytocin and their cortisol levels remained high. 
● "
pdf_page,MODULE 3 synthesis#page=6,M1-Q20,0.108,"2014): 
● First -Person Shooters (FPS):  Linked to higher arousal during play (""thrill -seeking"" 
model). 
● MMORPGs: Linked to decreased arousal during play (""escapist"" model).  
Videogames and Aggression  
A  l arge body of research expl ores the l i nk between vi ol ent vi deogames and aggressi o"
pdf_page,MODULE 3 synthesis#page=7,M1-Q20,0.112,"to make excellent drone pilots (McKinley et al., 2011). 
5. Effects on Memory and Learning  
T hi s fi nal  secti on expl ores how constant i nformati on access and mul ti taski ng are changi ng 
c o g nit ive  func t io ns  re la t e d  t o  le a rning . 
The ""Google Effect"" (Transactive Memory)  
"
pdf_page,MODULE 3 synthesis#page=8,M1-Q20,0.137,"● Jeong:  This study confirmed that students had better reading comprehension from 
paper books (p - books) . Using CFF (critical flicker/fusion frequency) to measure eye 
fatigue, it also found students had significantly greater  eye fatigue after reading e-
books . 
Media Multitasking and Cognitiv"
pdf_page,MODULE 3_MindChange_part1#page=1,M4-Q07,0.235,"Use of technology and 
networking:
how do they change our brain
"
pdf_page,MODULE 3_MindChange_part1#page=2,M1-Q20,0.199,"Conceptual map
Change of the world Change of the brain
FREE TIME
LEARNING
Share information →we have different selves →privacy?? 
1)
2)
3)
4)
enlarged ventral 
striatum
AGGRESSION
1) Memory →google effect
2) Searching
3) Reading
4) Multitasking
"
pdf_page,MODULE 3_MindChange_part1#page=3,M3-Q15,0.309,"Summary
• Change of the World: from 3D to 2D
• How our brain works and changes
• Effects of the digital world on identity and relationship
• Effects of the digital world on free time and aggressivity
• Effects of the digital world on memory and learning"
pdf_page,MODULE 3_MindChange_part1#page=4,M4-Q18,0.233,"Change of the World: from 3D to 2D
3D world
Tablet
PC
Smartphone
TV"
